New Jersey Institute of Technology,,,,"['INVALID: 403', 'https://biology.njit.edu/people']",,,,,,,,,,"['INVALID: 403', 'https://cs.njit.edu/people']",,['https://biomedical.njit.edu/people'],['https://cme.njit.edu/people'],['https://civil.njit.edu/people'],['https://ece.njit.edu/people'],['https://mie.njit.edu/people'],['https://cme.njit.edu/people'],['https://mie.njit.edu/people'],,,,,,['https://math.njit.edu/people'],['https://math.njit.edu/people'],['https://math.njit.edu/people'],['https://physics.njit.edu/people'],['https://chemistry.njit.edu/people'],['https://physics.njit.edu/people'],,,,,,,,,['https://management.njit.edu/people'],,,,,,,['https://history.njit.edu/people'],,,,
New Mexico State University-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York University,,,['https://med.nyu.edu/departments-institutes/biochemistry-molecular-pharmacology'],"['INVALID: 500', 'https://www.bio.nyu.edu']","['https://publichealth.nyu.edu/department/biostatistics', 'INVALID: 500', 'https://cds.nyu.edu']",['https://med.nyu.edu/departments-institutes/cell-biology'],"['INVALID: 500', 'https://www.bio.nyu.edu', 'https://publichealth.nyu.edu/department/epidemiology']",['https://med.nyu.edu/departments-institutes/systems-genetics'],['https://med.nyu.edu/departments-institutes/microbiology'],"['INVALID: 500', 'https://www.bio.nyu.edu']","['INVALID: 500', 'https://www.cns.nyu.edu', 'https://med.nyu.edu/departments-institutes/neuroscience']",['https://med.nyu.edu/departments-institutes/biochemistry-molecular-pharmacology'],"['https://med.nyu.edu/departments-institutes/neuroscience-physiology', 'https://med.nyu.edu/departments-institutes/pathology']","['INVALID: 500', 'https://cs.nyu.edu']",['https://engineering.nyu.edu/academics/departments/mechanical-and-aerospace-engineering'],['https://engineering.nyu.edu/academics/departments/biomedical-engineering'],"['INVALID: 404', 'https://engineering.nyu.edu/academics/departments/chemical-biomolecular-engineering']","['INVALID: 404', 'https://engineering.nyu.edu/academics/departments/civil-urban-engineering']","['INVALID: 404', 'https://engineering.nyu.edu/academics/departments/electrical-computer-engineering']",,,['https://engineering.nyu.edu/academics/departments/mechanical-and-aerospace-engineering'],,"['INVALID: 404', 'https://math.nyu.edu/caos']","['INVALID: 500', 'https://nursing.nyu.edu']",,"['INVALID: 500', 'https://publichealth.nyu.edu']","['INVALID: 500', 'https://math.nyu.edu']","['INVALID: 500', 'https://math.nyu.edu']","['INVALID: 500', 'https://cds.nyu.edu', 'INVALID: 500', 'https://math.nyu.edu']","['INVALID: 500', 'https://cosmo.nyu.edu']",['https://as.nyu.edu/departments/chemistry.html'],"['INVALID: 500', 'https://physics.nyu.edu']",['https://as.nyu.edu/departments/psychology.html'],['https://steinhardt.nyu.edu/applied-psychology'],['https://as.nyu.edu/departments/psychology.html'],['https://as.nyu.edu/departments/anthropology.html'],"['INVALID: 500', 'https://www.econ.nyu.edu']",['https://as.nyu.edu/departments/politics.html'],"['INVALID: 500', 'https://wagner.nyu.edu']",['https://as.nyu.edu/departments/sociology.html'],"['INVALID: 500', 'https://www.stern.nyu.edu']","['INVALID: 404', 'https://steinhardt.nyu.edu/administration-leadership-and-technology']",,"['INVALID: 404', 'https://steinhardt.nyu.edu/teaching-learning']",,['https://as.nyu.edu/departments/english.html'],,['https://as.nyu.edu/departments/history.html'],['https://as.nyu.edu/departments/philosophy.html'],['https://steinhardt.nyu.edu/music'],['https://steinhardt.nyu.edu/mcc'],"['INVALID: 500', 'https://wagner.nyu.edu', 'INVALID: 500', 'https://socialwork.nyu.edu']"
North Carolina State University at Raleigh,['https://cals.ncsu.edu/crop-and-soil-sciences/people/'],['https://cnr.ncsu.edu/fer/people/'],['https://cals.ncsu.edu/biochemistry/people/'],['https://bio.sciences.ncsu.edu/people/'],['https://brc.ncsu.edu/people/'],"['INVALID: 404', 'https://cvm.ncsu.edu/departments/molecular-biomedical-sciences/people/']","['https://appliedecology.cals.ncsu.edu/people/', 'INVALID: 404', 'https://cvm.ncsu.edu/departments/population-health-and-pathobiology/people/']",['https://genetics.sciences.ncsu.edu/people/'],"['INVALID: 500', 'https://microbiology.sciences.ncsu.edu/people/', 'INVALID: 404', 'https://cvm.ncsu.edu/departments/molecular-biomedical-sciences/people/']","['INVALID: 500', 'https://pmb.sciences.ncsu.edu/people/']","['INVALID: 500', 'https://neuroscience.sciences.ncsu.edu/people/']",['https://tox.sciences.ncsu.edu/people/'],"['INVALID: 404', 'https://cvm.ncsu.edu/departments/molecular-biomedical-sciences/people/', 'INVALID: 404', 'https://cvm.ncsu.edu/departments/population-health-and-pathobiology/people/']",['https://www.csc.ncsu.edu/people/'],['https://www.mae.ncsu.edu/people/'],"['INVALID: 403', 'https://www.bme.unc.edu/people/']",['https://www.cbe.ncsu.edu/people/'],['https://www.ccee.ncsu.edu/people/'],['https://www.ece.ncsu.edu/people/'],['https://www.ise.ncsu.edu/people/'],"['INVALID: 500', 'https://www.mse.ncsu.edu/people/']",['https://www.mae.ncsu.edu/people/'],['https://meas.sciences.ncsu.edu/people/'],['https://meas.sciences.ncsu.edu/people/'],,,,,['https://math.sciences.ncsu.edu/people/'],['https://statistics.sciences.ncsu.edu/people/'],,"['INVALID: 500', 'https://chem.sciences.ncsu.edu/people/']",['https://physics.sciences.ncsu.edu/people/'],,"['INVALID: 404', 'https://ced.ncsu.edu/program/counselor-education/people/']","['INVALID: 404', 'https://psychology.chass.ncsu.edu/people/']",['https://socant.chass.ncsu.edu/people/'],"['INVALID: 500', 'https://economics.ncsu.edu/people/']","['INVALID: 404', 'https://spia.chass.ncsu.edu/political-science/people/']",,['https://socant.chass.ncsu.edu/people/'],"['INVALID: 500', 'https://poole.ncsu.edu/directory/']",['https://ced.ncsu.edu/elphd/people/'],,['https://ced.ncsu.edu/tels/people/'],['https://ced.ncsu.edu/stem-ed/people/'],"['INVALID: 404', 'https://english.chass.ncsu.edu/people/']","['INVALID: 404', 'https://wlc.chass.ncsu.edu/people/']",['https://history.chass.ncsu.edu/people/'],"['INVALID: 500', 'https://philosophy.chass.ncsu.edu/people/']",['https://music.dasa.ncsu.edu/people/'],"['INVALID: 404', 'https://communication.chass.ncsu.edu/people/']","['INVALID: 500', 'https://publicadministration.chass.ncsu.edu/people/']"
North Dakota State University-Main Campus,,"['INVALID: 404', 'https://www.ndsu.edu/nrm/']",['https://www.ndsu.edu/chemistry/'],['https://www.ndsu.edu/biology/'],,,,,,,,,,['https://www.ndsu.edu/cs/'],,,,['https://www.ndsu.edu/ccee/'],['https://www.ndsu.edu/ece/'],['https://www.ndsu.edu/ime/'],,['https://www.ndsu.edu/me/'],,,['https://www.ndsu.edu/nursing/'],"['INVALID: 404', 'https://www.ndsu.edu/pharmaceutical_sciences/']",['https://www.ndsu.edu/publichealth/'],,['https://www.ndsu.edu/math/'],['https://www.ndsu.edu/statistics/'],,['https://www.ndsu.edu/chemistry/'],['https://www.ndsu.edu/physics/'],,,['https://www.ndsu.edu/psychology/'],,"['INVALID: 404', 'https://www.ndsu.edu/agecon/']",,,,['https://www.ndsu.edu/business/'],['https://www.ndsu.edu/education/'],['https://www.ndsu.edu/education/'],['https://www.ndsu.edu/education/'],['https://www.ndsu.edu/education/'],['https://www.ndsu.edu/english/'],,,,['https://www.ndsu.edu/performingarts/'],['https://www.ndsu.edu/communication/'],"['INVALID: 404', 'https://www.ndsu.edu/socialwork/']"
Northeastern University,,['https://cos.northeastern.edu/mes/people/'],"['https://cos.northeastern.edu/chemistry/people/', 'https://cos.northeastern.edu/physics/people/']",['https://cos.northeastern.edu/biology/people/'],,,,,,,,,,['https://www.khoury.northeastern.edu/people/'],,"['INVALID: 500', 'https://bioe.northeastern.edu/people/']","['INVALID: 500', 'https://che.northeastern.edu/people/']","['INVALID: 500', 'https://cee.northeastern.edu/people/']","['INVALID: 500', 'https://ece.northeastern.edu/people/']","['INVALID: 500', 'https://mie.northeastern.edu/people/']",,"['INVALID: 500', 'https://mie.northeastern.edu/people/']",,['https://cos.northeastern.edu/mes/people/'],"['INVALID: 404', 'https://bouve.northeastern.edu/nursing/faculty/']","['INVALID: 404', 'https://bouve.northeastern.edu/pharmsci/faculty/']","['INVALID: 404', 'https://bouve.northeastern.edu/hs/faculty/']",,['https://cos.northeastern.edu/mathematics/people/'],,,['https://cos.northeastern.edu/chemistry/people/'],['https://cos.northeastern.edu/physics/people/'],['https://cos.northeastern.edu/psychology/people/'],"['INVALID: 404', 'https://bouve.northeastern.edu/ap/faculty/']",['https://cos.northeastern.edu/psychology/people/'],['https://cssh.northeastern.edu/socant/people/'],['https://cssh.northeastern.edu/economics/people/'],['https://cssh.northeastern.edu/polisci/people/'],['https://cssh.northeastern.edu/policyschool/people/'],['https://cssh.northeastern.edu/socant/people/'],['https://damore-mckim.northeastern.edu/people/'],,,,,['https://cssh.northeastern.edu/english/people/'],['https://cssh.northeastern.edu/wlc/people/'],['https://cssh.northeastern.edu/history/people/'],['https://cssh.northeastern.edu/philosophy/people/'],['https://camd.northeastern.edu/music/people/'],"['INVALID: 404', 'https://camd.northeastern.edu/communication-studies/people/']",['https://cssh.northeastern.edu/policyschool/people/']
Northern Arizona University,,['https://nau.edu/forestry/people/'],['https://nau.edu/chem-biochem/faculty-and-staff/'],"['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/siccs/people/', 'INVALID: 404', 'https://nau.edu/mathematics-statistics/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/', 'INVALID: 404', 'https://nau.edu/health-sciences/faculty-staff/']","['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/psychological-sciences/faculty-and-staff/', 'INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']",,"['INVALID: 404', 'https://nau.edu/biological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/siccs/people/']",,,,"['INVALID: 404', 'https://nau.edu/ceias/civil-environmental-engineering/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/ceias/electrical-engineering/faculty-and-staff/']",,,"['INVALID: 404', 'https://nau.edu/ceias/mechanical-engineering/faculty-and-staff/']",['https://nau.edu/ses/people/'],,['https://nau.edu/nursing/faculty-and-staff/'],,"['INVALID: 404', 'https://nau.edu/health-sciences/faculty-staff/']","['INVALID: 404', 'https://nau.edu/mathematics-statistics/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/mathematics-statistics/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/mathematics-statistics/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/astronomy-and-planetary-science/faculty-and-staff/']",['https://nau.edu/chem-biochem/faculty-and-staff/'],"['INVALID: 404', 'https://nau.edu/apms/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/psychological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/ed-psych/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/psychological-sciences/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/anthropology/people/']","['INVALID: 404', 'https://nau.edu/economics/people/']","['INVALID: 404', 'https://nau.edu/politics/people/']","['INVALID: 404', 'https://nau.edu/politics/people/']","['INVALID: 404', 'https://nau.edu/sociology/people/']","['INVALID: 404', 'https://nau.edu/franke/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/ed-leadership/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/ed-psych/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/teaching-and-learning/faculty-and-staff/']",,"['INVALID: 404', 'https://nau.edu/english/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/glc/faculty-and-staff/']","['INVALID: 404', 'https://nau.edu/history/people/']","['INVALID: 404', 'https://nau.edu/philosophy/faculty-and-staff/', 'INVALID: 404', 'https://nau.edu/ccs/faculty-and-staff/']",['https://nau.edu/music/faculty-and-staff/'],['https://nau.edu/communication/faculty-and-staff/'],"['INVALID: 404', 'https://nau.edu/politics/people/', 'INVALID: 404', 'https://nau.edu/social-work/faculty-and-staff/']"
Northwestern University,,,,,,,,"['INVALID: 500', 'https://www.cgm.northwestern.edu/members/index.html']",,,,,"['INVALID: 404', 'https://www.cancer.northwestern.edu/members/index.html']","['INVALID: 404', 'https://www.mccormick.northwestern.edu/computer-science/people/faculty.html']",,"['INVALID: 404', 'https://www.mccormick.northwestern.edu/biomedical/people/faculty.html']","['INVALID: 404', 'https://www.mccormick.northwestern.edu/chemical-biological/people/faculty.html']","['INVALID: 404', 'https://www.mccormick.northwestern.edu/civil-environmental/people/faculty.html', 'https://www.transportation.northwestern.edu/people/']",['https://www.mccormick.northwestern.edu/electrical-computer/people/faculty.html'],"['INVALID: 404', 'https://www.mccormick.northwestern.edu/industrial/people/faculty.html']","['INVALID: 404', 'https://www.mccormick.northwestern.edu/materials-science/people/faculty.html']","['INVALID: 404', 'https://www.mccormick.northwestern.edu/mechanical/people/faculty.html']","['INVALID: 404', 'https://earth.northwestern.edu/people/']",,,,['https://www.publichealth.northwestern.edu/faculty/'],"['INVALID: 404', 'https://www.mccormick.northwestern.edu/applied-math/people/faculty.html']","['INVALID: 404', 'https://www.math.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://statistics.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://physics.northwestern.edu/people/faculty.html', 'INVALID: 404', 'https://ciera.northwestern.edu/people/']","['INVALID: 404', 'https://chemistry.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://physics.northwestern.edu/people/faculty.html']",['https://psychology.northwestern.edu/people/faculty/'],,['https://psychology.northwestern.edu/people/faculty/'],"['INVALID: 404', 'https://anthropology.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://economics.northwestern.edu/people/faculty.html']","['INVALID: 500', 'https://politicalscience.northwestern.edu/people/faculty.html']",,"['INVALID: 404', 'https://sociology.northwestern.edu/people/faculty.html']","['INVALID: 500', 'https://www.kellogg.northwestern.edu/faculty/directory.aspx']",,"['INVALID: 500', 'https://www.sesp.northwestern.edu/learning-sciences/people/']",,,"['INVALID: 404', 'https://english.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://spanish-portuguese.northwestern.edu/people/faculty.html', 'INVALID: 500', 'https://frenchitalian.northwestern.edu/people/faculty.html', 'INVALID: 404', 'https://german.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://history.northwestern.edu/people/faculty.html']","['INVALID: 404', 'https://philosophy.northwestern.edu/people/faculty.html', 'INVALID: 500', 'https://religiousstudies.northwestern.edu/people/faculty.html']",['https://www.music.northwestern.edu/faculty'],,
Nova Southeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio State University-Main Campus,['https://cfaes.osu.edu/directory'],['https://senr.osu.edu/our-people'],['https://chemistry.osu.edu/people'],"['https://clse.osu.edu/people', 'INVALID: 404', 'https://medicine.osu.edu/biomedical-sciences/faculty']","['https://bmi.osu.edu/people', 'https://cph.osu.edu/biostatistics/people']","['INVALID: 404', 'https://medicine.osu.edu/departments/biomedical-education-anatomy/our-people', 'https://mcdb.osu.edu/people']","['https://eeob.osu.edu/people', 'https://cph.osu.edu/epidemiology/people']",['https://molgen.osu.edu/people'],"['https://microbiology.osu.edu/people', 'INVALID: 404', 'https://medicine.osu.edu/departments/microbial-infection-and-immunity/our-people']","['https://mcdb.osu.edu/people', 'INVALID: 404', 'https://medicine.osu.edu/departments/biological-chemistry-pharmacology/our-people']",['https://medicine.osu.edu/departments/neuroscience/our-people'],"['INVALID: 404', 'https://pharmacy.osu.edu/divisions/pharmaceutics-and-pharmacology/faculty-and-staff', 'INVALID: 404', 'https://medicine.osu.edu/departments/biological-chemistry-pharmacology/our-people']","['INVALID: 404', 'https://medicine.osu.edu/departments/physiology-cell-biology/our-people', 'INVALID: 404', 'https://medicine.osu.edu/departments/pathology/our-people', 'https://medicine.osu.edu/departments/cancer-biology-and-genetics/our-people']",['https://cse.osu.edu/people'],"['INVALID: 500', 'https://mae.osu.edu/people']",['https://bme.osu.edu/people'],"['INVALID: 404', 'https://cbe.osu.edu/people']",['https://ceg.osu.edu/people'],"['INVALID: 404', 'https://ece.osu.edu/people']","['INVALID: 404', 'https://ise.osu.edu/people']","['INVALID: 404', 'https://mse.osu.edu/people']","['INVALID: 404', 'https://mae.osu.edu/people']",['https://earthsciences.osu.edu/people'],"['https://ohioseagrant.osu.edu/about/people', 'https://byrd.osu.edu/people']","['INVALID: 404', 'https://nursing.osu.edu/faculty-and-staff-directory']","['INVALID: 404', 'https://pharmacy.osu.edu/divisions/pharmaceutics-and-pharmacology/faculty-and-staff', 'https://pharmacy.osu.edu/directory']",['https://cph.osu.edu/people'],['https://math.osu.edu/people'],['https://math.osu.edu/people'],['https://stat.osu.edu/people'],['https://astronomy.osu.edu/people'],['https://chemistry.osu.edu/people'],['https://physics.osu.edu/people'],['https://psychology.osu.edu/people'],"['https://ehe.osu.edu/educational-studies/counselor-education/people', 'INVALID: 404', 'https://ehe.osu.edu/educational-studies/counseling-psychology/people']",['https://psychology.osu.edu/people'],['https://anthropology.osu.edu/people'],['https://economics.osu.edu/people'],['https://polisci.osu.edu/people'],"['INVALID: 404', 'https://glenn.osu.edu/about/faculty-and-staff-directory']","['https://sociology.osu.edu/people', 'https://ipr.osu.edu/people']","['INVALID: 404', 'https://fisher.osu.edu/people']",['https://ehe.osu.edu/educational-studies/educational-administration/people'],['https://ehe.osu.edu/educational-studies/qrem/people'],"['INVALID: 404', 'https://ehe.osu.edu/teaching-and-learning/people']","['INVALID: 404', 'https://ehe.osu.edu/about/directory']",['https://english.osu.edu/people'],"['https://sppo.osu.edu/people', 'https://frit.osu.edu/people', 'INVALID: 500', 'https://eall.osu.edu/people']",['https://history.osu.edu/people'],"['https://philosophy.osu.edu/people', 'https://comparativestudies.osu.edu/people', 'https://religion.osu.edu/people']","['https://music.osu.edu/people', 'https://theatreandfilm.osu.edu/people', 'https://dance.osu.edu/people']",['https://comm.osu.edu/people'],"['INVALID: 404', 'https://glenn.osu.edu/about/faculty-and-staff-directory', 'INVALID: 404', 'https://csw.osu.edu/about/faculty-and-staff-directory/']"
Ohio University-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State University-Main Campus,"['INVALID: 404', 'https://agriculture.okstate.edu/directory/']","['INVALID: 404', 'https://agriculture.okstate.edu/departments-programs/natural-resource-ecology-and-management/people/faculty.html']","['INVALID: 404', 'https://agriculture.okstate.edu/departments-programs/biochemistry-and-molecular-biology/people/faculty.html']",['https://integrativebiology.okstate.edu/people/faculty'],,"['INVALID: 404', 'https://vetmed.okstate.edu/physiological-sciences/faculty.html']",['https://integrativebiology.okstate.edu/people/faculty'],"['https://microbiology.okstate.edu/people/faculty', 'INVALID: 404', 'https://agriculture.okstate.edu/departments-programs/biochemistry-and-molecular-biology/people/faculty.html']",['https://microbiology.okstate.edu/people/faculty'],"['INVALID: 404', 'https://agriculture.okstate.edu/departments-programs/biochemistry-and-molecular-biology/people/faculty.html']",['https://psychology.okstate.edu/people/faculty'],"['INVALID: 500', 'https://vetmed.okstate.edu/physiological-sciences/faculty.html', 'INVALID: 404', 'https://vetmed.okstate.edu/veterinary-pathobiology/faculty.html']","['INVALID: 404', 'https://vetmed.okstate.edu/physiological-sciences/faculty.html', 'INVALID: 404', 'https://vetmed.okstate.edu/veterinary-pathobiology/faculty.html']","['INVALID: 404', 'https://cs.okstate.edu/people/faculty']","['INVALID: 404', 'https://ceat.okstate.edu/mae/people/faculty.html']","['INVALID: 404', 'https://ceat.okstate.edu/sbme/people/faculty.html']","['INVALID: 404', 'https://ceat.okstate.edu/che/people/faculty.html']","['INVALID: 404', 'https://ceat.okstate.edu/cive/people/faculty.html']","['INVALID: 404', 'https://ceat.okstate.edu/ece/people/faculty.html']","['INVALID: 404', 'https://ceat.okstate.edu/iem/people/faculty.html']",,"['INVALID: 404', 'https://ceat.okstate.edu/mae/people/faculty.html']","['INVALID: 404', 'https://geology.okstate.edu/people/faculty']",,,,"['INVALID: 404', 'https://health.okstate.edu/public-health/faculty-and-staff.html']","['INVALID: 404', 'https://math.okstate.edu/people/faculty']","['INVALID: 404', 'https://math.okstate.edu/people/faculty']",['https://statistics.okstate.edu/people/faculty'],,['https://chemistry.okstate.edu/people/faculty'],['https://physics.okstate.edu/people/faculty'],['https://psychology.okstate.edu/people/faculty'],,['https://psychology.okstate.edu/people/faculty'],,,,,['https://sociology.okstate.edu/people/faculty'],"['INVALID: 404', 'https://business.okstate.edu/directory/faculty.html']","['INVALID: 404', 'https://education.okstate.edu/departments-programs/educational-foundations-leadership-and-aviation/people/faculty.html']","['INVALID: 404', 'https://education.okstate.edu/departments-programs/educational-foundations-leadership-and-aviation/people/faculty.html']","['INVALID: 404', 'https://education.okstate.edu/departments-programs/teaching-learning-educational-sciences/people/faculty.html']","['INVALID: 404', 'https://education.okstate.edu/directory/faculty.html']","['INVALID: 404', 'https://english.okstate.edu/people/faculty']",['https://languages.okstate.edu/people/faculty'],"['INVALID: 404', 'https://history.okstate.edu/people/faculty']","['INVALID: 404', 'https://philosophy.okstate.edu/people/faculty']","['INVALID: 404', 'https://music.okstate.edu/people/faculty']",,
Old Dominion University,,,"['https://www.odu.edu/chemistry', 'https://www.odu.edu/physics']","['INVALID: 404', 'https://www.odu.edu/biology']","['https://www.odu.edu/computer-science', 'https://www.odu.edu/math']","['INVALID: 404', 'https://www.odu.edu/biology']","['INVALID: 404', 'https://www.odu.edu/biology', 'https://www.odu.edu/sceh']","['INVALID: 404', 'https://www.odu.edu/biology']","['INVALID: 404', 'https://www.odu.edu/biology']","['INVALID: 404', 'https://www.odu.edu/biology']","['https://www.odu.edu/psychology', 'INVALID: 404', 'https://www.odu.edu/biology']",['https://www.odu.edu/sceh'],"['INVALID: 404', 'https://www.odu.edu/biology']",['https://www.odu.edu/computer-science'],['https://www.odu.edu/mae'],"['INVALID: 404', 'https://www.odu.edu/bme']",['https://www.odu.edu/cme'],['https://www.odu.edu/cee'],['https://www.odu.edu/ece'],['https://www.odu.edu/emse'],['https://www.odu.edu/cme'],['https://www.odu.edu/mae'],['https://www.odu.edu/oeas'],['https://www.odu.edu/oeas'],['https://www.odu.edu/nursing'],,['https://www.odu.edu/sceh'],['https://www.odu.edu/math'],['https://www.odu.edu/math'],['https://www.odu.edu/math'],['https://www.odu.edu/physics'],['https://www.odu.edu/chemistry'],['https://www.odu.edu/physics'],['https://www.odu.edu/psychology'],"['https://www.odu.edu/counseling-human-services', 'https://www.odu.edu/psychology']",['https://www.odu.edu/psychology'],,['https://www.odu.edu/economics'],"['INVALID: 404', 'https://www.odu.edu/political-science-geography']",['https://www.odu.edu/sps'],"['INVALID: 404', 'https://www.odu.edu/sociology-criminal-justice']",['https://www.odu.edu/business'],['https://www.odu.edu/efl'],['https://www.odu.edu/efl'],"['INVALID: 404', 'https://www.odu.edu/teaching-learning']",['https://www.odu.edu/stemps'],['https://www.odu.edu/english'],"['INVALID: 404', 'https://www.odu.edu/world-languages-cultures']",['https://www.odu.edu/history'],['https://www.odu.edu/philosophy'],"['https://www.odu.edu/music', 'INVALID: 404', 'https://www.odu.edu/communication-theatre-arts']","['INVALID: 404', 'https://www.odu.edu/communication-theatre-arts']","['https://www.odu.edu/sps', 'https://www.odu.edu/counseling-human-services']"
Oregon State University,['https://agsci.oregonstate.edu/directory'],"['INVALID: 404', 'https://forestry.oregonstate.edu/directory']","['INVALID: 404', 'https://biochem.oregonstate.edu/people']","['INVALID: 404', 'https://ib.oregonstate.edu/people']","['INVALID: 404', 'https://cqls.oregonstate.edu/people', 'INVALID: 500', 'https://statistics.oregonstate.edu/people']","['INVALID: 500', 'https://mcb.oregonstate.edu/people']","['INVALID: 500', 'https://eecb.oregonstate.edu/people']","['INVALID: 500', 'https://mcb.oregonstate.edu/people']","['INVALID: 404', 'https://microbiology.oregonstate.edu/people']","['INVALID: 500', 'https://mcb.oregonstate.edu/people', 'INVALID: 404', 'https://biochem.oregonstate.edu/people']",,['https://emt.oregonstate.edu/people'],"['INVALID: 404', 'https://vetmed.oregonstate.edu/biomedical-sciences/faculty-and-staff']",['https://eecs.oregonstate.edu/people'],,['https://cbee.oregonstate.edu/people'],['https://cbee.oregonstate.edu/people'],"['https://cce.oregonstate.edu/people', 'https://cbee.oregonstate.edu/people']",['https://eecs.oregonstate.edu/people'],['https://mime.oregonstate.edu/people'],['https://mime.oregonstate.edu/people'],['https://mime.oregonstate.edu/people'],['https://ceoas.oregonstate.edu/directory'],['https://ceoas.oregonstate.edu/directory'],,['https://pharmacy.oregonstate.edu/directory'],['https://health.oregonstate.edu/directory'],['https://math.oregonstate.edu/people'],['https://math.oregonstate.edu/people'],"['INVALID: 500', 'https://statistics.oregonstate.edu/people']",,"['INVALID: 404', 'https://chemistry.oregonstate.edu/people']","['INVALID: 404', 'https://physics.oregonstate.edu/people']",,['https://education.oregonstate.edu/directory'],"['INVALID: 404', 'https://liberalarts.oregonstate.edu/sps/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/slcs/anthropology/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID: 404', 'https://business.oregonstate.edu/directory']",['https://education.oregonstate.edu/directory'],['https://education.oregonstate.edu/directory'],['https://education.oregonstate.edu/directory'],['https://education.oregonstate.edu/directory'],"['INVALID: 404', 'https://liberalarts.oregonstate.edu/wlf/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/wlc/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/shpr/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/shpr/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/svpda/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/communication/people']","['INVALID: 404', 'https://liberalarts.oregonstate.edu/spp/people', 'INVALID: 404', 'https://health.oregonstate.edu/hdfs/people']"
