Northwestern University,,,,,,,,"['INVALID', 'https://www.cgm.northwestern.edu/members/index.html']",,,,,"['INVALID', 'https://www.cancer.northwestern.edu/members/index.html']","['INVALID', 'https://www.mccormick.northwestern.edu/computer-science/people/faculty.html']",,"['INVALID', 'https://www.mccormick.northwestern.edu/biomedical/people/faculty.html']","['INVALID', 'https://www.mccormick.northwestern.edu/chemical-biological/people/faculty.html']","['INVALID', 'https://www.mccormick.northwestern.edu/civil-environmental/people/faculty.html', 'https://www.transportation.northwestern.edu/people/']",['https://www.mccormick.northwestern.edu/electrical-computer/people/faculty.html'],"['INVALID', 'https://www.mccormick.northwestern.edu/industrial/people/faculty.html']","['INVALID', 'https://www.mccormick.northwestern.edu/materials-science/people/faculty.html']","['INVALID', 'https://www.mccormick.northwestern.edu/mechanical/people/faculty.html']","['INVALID', 'https://earth.northwestern.edu/people/']",,,,['https://www.publichealth.northwestern.edu/faculty/'],"['INVALID', 'https://www.mccormick.northwestern.edu/applied-math/people/faculty.html']","['INVALID', 'https://www.math.northwestern.edu/people/faculty.html']","['INVALID', 'https://statistics.northwestern.edu/people/faculty.html']","['INVALID', 'https://physics.northwestern.edu/people/faculty.html', 'INVALID', 'https://ciera.northwestern.edu/people/']","['INVALID', 'https://chemistry.northwestern.edu/people/faculty.html']","['INVALID', 'https://physics.northwestern.edu/people/faculty.html']",['https://psychology.northwestern.edu/people/faculty/'],,['https://psychology.northwestern.edu/people/faculty/'],"['INVALID', 'https://anthropology.northwestern.edu/people/faculty.html']","['INVALID', 'https://economics.northwestern.edu/people/faculty.html']","['INVALID', 'https://politicalscience.northwestern.edu/people/faculty.html']",,"['INVALID', 'https://sociology.northwestern.edu/people/faculty.html']","['INVALID', 'https://www.kellogg.northwestern.edu/faculty/directory.aspx']",,"['INVALID', 'https://www.sesp.northwestern.edu/learning-sciences/people/']",,,"['INVALID', 'https://english.northwestern.edu/people/faculty.html']","['INVALID', 'https://spanish-portuguese.northwestern.edu/people/faculty.html', 'INVALID', 'https://frenchitalian.northwestern.edu/people/faculty.html', 'INVALID', 'https://german.northwestern.edu/people/faculty.html']","['INVALID', 'https://history.northwestern.edu/people/faculty.html']","['INVALID', 'https://philosophy.northwestern.edu/people/faculty.html', 'INVALID', 'https://religiousstudies.northwestern.edu/people/faculty.html']",['https://www.music.northwestern.edu/faculty'],,
Nova Southeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio State University-Main Campus,['https://cfaes.osu.edu/directory'],['https://senr.osu.edu/our-people'],['https://chemistry.osu.edu/people'],"['https://clse.osu.edu/people', 'INVALID', 'https://medicine.osu.edu/biomedical-sciences/faculty']","['https://bmi.osu.edu/people', 'https://cph.osu.edu/biostatistics/people']","['INVALID', 'https://medicine.osu.edu/departments/biomedical-education-anatomy/our-people', 'https://mcdb.osu.edu/people']","['https://eeob.osu.edu/people', 'https://cph.osu.edu/epidemiology/people']",['https://molgen.osu.edu/people'],"['https://microbiology.osu.edu/people', 'INVALID', 'https://medicine.osu.edu/departments/microbial-infection-and-immunity/our-people']","['https://mcdb.osu.edu/people', 'INVALID', 'https://medicine.osu.edu/departments/biological-chemistry-pharmacology/our-people']",['https://medicine.osu.edu/departments/neuroscience/our-people'],"['INVALID', 'https://pharmacy.osu.edu/divisions/pharmaceutics-and-pharmacology/faculty-and-staff', 'INVALID', 'https://medicine.osu.edu/departments/biological-chemistry-pharmacology/our-people']","['INVALID', 'https://medicine.osu.edu/departments/physiology-cell-biology/our-people', 'INVALID', 'https://medicine.osu.edu/departments/pathology/our-people', 'https://medicine.osu.edu/departments/cancer-biology-and-genetics/our-people']",['https://cse.osu.edu/people'],"['INVALID', 'https://mae.osu.edu/people']",['https://bme.osu.edu/people'],"['INVALID', 'https://cbe.osu.edu/people']",['https://ceg.osu.edu/people'],"['INVALID', 'https://ece.osu.edu/people']","['INVALID', 'https://ise.osu.edu/people']","['INVALID', 'https://mse.osu.edu/people']","['INVALID', 'https://mae.osu.edu/people']",['https://earthsciences.osu.edu/people'],"['https://ohioseagrant.osu.edu/about/people', 'https://byrd.osu.edu/people']","['INVALID', 'https://nursing.osu.edu/faculty-and-staff-directory']","['INVALID', 'https://pharmacy.osu.edu/divisions/pharmaceutics-and-pharmacology/faculty-and-staff', 'https://pharmacy.osu.edu/directory']",['https://cph.osu.edu/people'],['https://math.osu.edu/people'],['https://math.osu.edu/people'],['https://stat.osu.edu/people'],['https://astronomy.osu.edu/people'],['https://chemistry.osu.edu/people'],['https://physics.osu.edu/people'],['https://psychology.osu.edu/people'],"['https://ehe.osu.edu/educational-studies/counselor-education/people', 'INVALID', 'https://ehe.osu.edu/educational-studies/counseling-psychology/people']",['https://psychology.osu.edu/people'],['https://anthropology.osu.edu/people'],['https://economics.osu.edu/people'],['https://polisci.osu.edu/people'],"['INVALID', 'https://glenn.osu.edu/about/faculty-and-staff-directory']","['https://sociology.osu.edu/people', 'https://ipr.osu.edu/people']","['INVALID', 'https://fisher.osu.edu/people']",['https://ehe.osu.edu/educational-studies/educational-administration/people'],['https://ehe.osu.edu/educational-studies/qrem/people'],"['INVALID', 'https://ehe.osu.edu/teaching-and-learning/people']","['INVALID', 'https://ehe.osu.edu/about/directory']",['https://english.osu.edu/people'],"['https://sppo.osu.edu/people', 'https://frit.osu.edu/people', 'INVALID', 'https://eall.osu.edu/people']",['https://history.osu.edu/people'],"['https://philosophy.osu.edu/people', 'https://comparativestudies.osu.edu/people', 'https://religion.osu.edu/people']","['https://music.osu.edu/people', 'https://theatreandfilm.osu.edu/people', 'https://dance.osu.edu/people']",['https://comm.osu.edu/people'],"['INVALID', 'https://glenn.osu.edu/about/faculty-and-staff-directory', 'INVALID', 'https://csw.osu.edu/about/faculty-and-staff-directory/']"
Ohio University-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State University-Main Campus,"['INVALID', 'https://agriculture.okstate.edu/directory/']","['INVALID', 'https://agriculture.okstate.edu/departments-programs/natural-resource-ecology-and-management/people/faculty.html']","['INVALID', 'https://agriculture.okstate.edu/departments-programs/biochemistry-and-molecular-biology/people/faculty.html']",['https://integrativebiology.okstate.edu/people/faculty'],,"['INVALID', 'https://vetmed.okstate.edu/physiological-sciences/faculty.html']",['https://integrativebiology.okstate.edu/people/faculty'],"['https://microbiology.okstate.edu/people/faculty', 'INVALID', 'https://agriculture.okstate.edu/departments-programs/biochemistry-and-molecular-biology/people/faculty.html']",['https://microbiology.okstate.edu/people/faculty'],"['INVALID', 'https://agriculture.okstate.edu/departments-programs/biochemistry-and-molecular-biology/people/faculty.html']",['https://psychology.okstate.edu/people/faculty'],"['INVALID', 'https://vetmed.okstate.edu/physiological-sciences/faculty.html', 'INVALID', 'https://vetmed.okstate.edu/veterinary-pathobiology/faculty.html']","['INVALID', 'https://vetmed.okstate.edu/physiological-sciences/faculty.html', 'INVALID', 'https://vetmed.okstate.edu/veterinary-pathobiology/faculty.html']","['INVALID', 'https://cs.okstate.edu/people/faculty']","['INVALID', 'https://ceat.okstate.edu/mae/people/faculty.html']","['INVALID', 'https://ceat.okstate.edu/sbme/people/faculty.html']","['INVALID', 'https://ceat.okstate.edu/che/people/faculty.html']","['INVALID', 'https://ceat.okstate.edu/cive/people/faculty.html']","['INVALID', 'https://ceat.okstate.edu/ece/people/faculty.html']","['INVALID', 'https://ceat.okstate.edu/iem/people/faculty.html']",,"['INVALID', 'https://ceat.okstate.edu/mae/people/faculty.html']","['INVALID', 'https://geology.okstate.edu/people/faculty']",,,,"['INVALID', 'https://health.okstate.edu/public-health/faculty-and-staff.html']","['INVALID', 'https://math.okstate.edu/people/faculty']","['INVALID', 'https://math.okstate.edu/people/faculty']",['https://statistics.okstate.edu/people/faculty'],,['https://chemistry.okstate.edu/people/faculty'],['https://physics.okstate.edu/people/faculty'],['https://psychology.okstate.edu/people/faculty'],,['https://psychology.okstate.edu/people/faculty'],,,,,['https://sociology.okstate.edu/people/faculty'],"['INVALID', 'https://business.okstate.edu/directory/faculty.html']","['INVALID', 'https://education.okstate.edu/departments-programs/educational-foundations-leadership-and-aviation/people/faculty.html']","['INVALID', 'https://education.okstate.edu/departments-programs/educational-foundations-leadership-and-aviation/people/faculty.html']","['INVALID', 'https://education.okstate.edu/departments-programs/teaching-learning-educational-sciences/people/faculty.html']","['INVALID', 'https://education.okstate.edu/directory/faculty.html']","['INVALID', 'https://english.okstate.edu/people/faculty']",['https://languages.okstate.edu/people/faculty'],"['INVALID', 'https://history.okstate.edu/people/faculty']","['INVALID', 'https://philosophy.okstate.edu/people/faculty']","['INVALID', 'https://music.okstate.edu/people/faculty']",,
Old Dominion University,,,"['https://www.odu.edu/chemistry', 'https://www.odu.edu/physics']","['INVALID', 'https://www.odu.edu/biology']","['https://www.odu.edu/computer-science', 'https://www.odu.edu/math']","['INVALID', 'https://www.odu.edu/biology']","['INVALID', 'https://www.odu.edu/biology', 'https://www.odu.edu/sceh']","['INVALID', 'https://www.odu.edu/biology']","['INVALID', 'https://www.odu.edu/biology']","['INVALID', 'https://www.odu.edu/biology']","['https://www.odu.edu/psychology', 'INVALID', 'https://www.odu.edu/biology']",['https://www.odu.edu/sceh'],"['INVALID', 'https://www.odu.edu/biology']",['https://www.odu.edu/computer-science'],['https://www.odu.edu/mae'],"['INVALID', 'https://www.odu.edu/bme']",['https://www.odu.edu/cme'],['https://www.odu.edu/cee'],['https://www.odu.edu/ece'],['https://www.odu.edu/emse'],['https://www.odu.edu/cme'],['https://www.odu.edu/mae'],['https://www.odu.edu/oeas'],['https://www.odu.edu/oeas'],['https://www.odu.edu/nursing'],,['https://www.odu.edu/sceh'],['https://www.odu.edu/math'],['https://www.odu.edu/math'],['https://www.odu.edu/math'],['https://www.odu.edu/physics'],['https://www.odu.edu/chemistry'],['https://www.odu.edu/physics'],['https://www.odu.edu/psychology'],"['https://www.odu.edu/counseling-human-services', 'https://www.odu.edu/psychology']",['https://www.odu.edu/psychology'],,['https://www.odu.edu/economics'],"['INVALID', 'https://www.odu.edu/political-science-geography']",['https://www.odu.edu/sps'],"['INVALID', 'https://www.odu.edu/sociology-criminal-justice']",['https://www.odu.edu/business'],['https://www.odu.edu/efl'],['https://www.odu.edu/efl'],"['INVALID', 'https://www.odu.edu/teaching-learning']",['https://www.odu.edu/stemps'],['https://www.odu.edu/english'],"['INVALID', 'https://www.odu.edu/world-languages-cultures']",['https://www.odu.edu/history'],['https://www.odu.edu/philosophy'],"['https://www.odu.edu/music', 'INVALID', 'https://www.odu.edu/communication-theatre-arts']","['INVALID', 'https://www.odu.edu/communication-theatre-arts']","['https://www.odu.edu/sps', 'https://www.odu.edu/counseling-human-services']"
Oregon State University,['https://agsci.oregonstate.edu/directory'],"['INVALID', 'https://forestry.oregonstate.edu/directory']","['INVALID', 'https://biochem.oregonstate.edu/people']","['INVALID', 'https://ib.oregonstate.edu/people']","['INVALID', 'https://cqls.oregonstate.edu/people', 'INVALID', 'https://statistics.oregonstate.edu/people']","['INVALID', 'https://mcb.oregonstate.edu/people']","['INVALID', 'https://eecb.oregonstate.edu/people']","['INVALID', 'https://mcb.oregonstate.edu/people']","['INVALID', 'https://microbiology.oregonstate.edu/people']","['INVALID', 'https://mcb.oregonstate.edu/people', 'INVALID', 'https://biochem.oregonstate.edu/people']",,['https://emt.oregonstate.edu/people'],"['INVALID', 'https://vetmed.oregonstate.edu/biomedical-sciences/faculty-and-staff']",['https://eecs.oregonstate.edu/people'],,['https://cbee.oregonstate.edu/people'],['https://cbee.oregonstate.edu/people'],"['https://cce.oregonstate.edu/people', 'https://cbee.oregonstate.edu/people']",['https://eecs.oregonstate.edu/people'],['https://mime.oregonstate.edu/people'],['https://mime.oregonstate.edu/people'],['https://mime.oregonstate.edu/people'],['https://ceoas.oregonstate.edu/directory'],['https://ceoas.oregonstate.edu/directory'],,['https://pharmacy.oregonstate.edu/directory'],['https://health.oregonstate.edu/directory'],['https://math.oregonstate.edu/people'],['https://math.oregonstate.edu/people'],"['INVALID', 'https://statistics.oregonstate.edu/people']",,"['INVALID', 'https://chemistry.oregonstate.edu/people']","['INVALID', 'https://physics.oregonstate.edu/people']",,['https://education.oregonstate.edu/directory'],"['INVALID', 'https://liberalarts.oregonstate.edu/sps/people']","['INVALID', 'https://liberalarts.oregonstate.edu/slcs/anthropology/people']","['INVALID', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID', 'https://liberalarts.oregonstate.edu/spp/people']","['INVALID', 'https://business.oregonstate.edu/directory']",['https://education.oregonstate.edu/directory'],['https://education.oregonstate.edu/directory'],['https://education.oregonstate.edu/directory'],['https://education.oregonstate.edu/directory'],"['INVALID', 'https://liberalarts.oregonstate.edu/wlf/people']","['INVALID', 'https://liberalarts.oregonstate.edu/wlc/people']","['INVALID', 'https://liberalarts.oregonstate.edu/shpr/people']","['INVALID', 'https://liberalarts.oregonstate.edu/shpr/people']","['INVALID', 'https://liberalarts.oregonstate.edu/svpda/people']","['INVALID', 'https://liberalarts.oregonstate.edu/communication/people']","['INVALID', 'https://liberalarts.oregonstate.edu/spp/people', 'INVALID', 'https://health.oregonstate.edu/hdfs/people']"
Pennsylvania State University-Main Campus,['https://agsci.psu.edu/directory'],"['INVALID', 'https://ecosystems.psu.edu/people']","['INVALID', 'https://science.psu.edu/bmb/people', 'INVALID', 'https://science.psu.edu/physics/people']","['INVALID', 'https://science.psu.edu/bio/people']","['INVALID', 'https://www.huck.psu.edu/graduate-programs/bioinformatics-and-genomics/faculty', 'INVALID', 'https://phs.psu.edu/people']","['INVALID', 'https://www.huck.psu.edu/graduate-programs/cell-and-developmental-biology/faculty', 'INVALID', 'https://med.psu.edu/anatomy/people']","['INVALID', 'https://www.huck.psu.edu/graduate-programs/ecology/faculty', 'INVALID', 'https://science.psu.edu/bio/people', 'INVALID', 'https://phs.psu.edu/people']","['INVALID', 'https://www.huck.psu.edu/graduate-programs/genetics/faculty', 'INVALID', 'https://science.psu.edu/bmb/people']","['INVALID', 'https://med.psu.edu/microbiology-immunology/people', 'INVALID', 'https://science.psu.edu/bmb/people']","['INVALID', 'https://science.psu.edu/bmb/people']","['INVALID', 'https://www.huck.psu.edu/graduate-programs/neuroscience/faculty', 'INVALID', 'https://med.psu.edu/nbs/people']","['INVALID', 'https://med.psu.edu/pharmacology/people', 'INVALID', 'https://vbs.psu.edu/people']","['INVALID', 'https://med.psu.edu/cmp/people', 'INVALID', 'https://med.psu.edu/pathology/people', 'INVALID', 'https://www.huck.psu.edu/graduate-programs/mcibs/faculty']","['INVALID', 'https://www.eecs.psu.edu/cse/people/', 'INVALID', 'https://www.eecs.psu.edu/directory/']","['INVALID', 'https://www.aero.psu.edu/people/']","['INVALID', 'https://www.bme.psu.edu/people/', 'INVALID', 'https://www.abe.psu.edu/people/']","['INVALID', 'https://www.che.psu.edu/people/', 'https://www.eme.psu.edu/people/']","['INVALID', 'https://www.cee.psu.edu/people/']","['INVALID', 'https://www.eecs.psu.edu/ee/people/', 'INVALID', 'https://www.eecs.psu.edu/directory/']","['INVALID', 'https://www.ime.psu.edu/people/']","['https://www.matse.psu.edu/people/', 'https://www.eme.psu.edu/people/']","['INVALID', 'https://www.me.psu.edu/people/']","['INVALID', 'https://www.geosc.psu.edu/people']",['https://www.met.psu.edu/people'],['https://www.nursing.psu.edu/directory/'],,"['INVALID', 'https://phs.psu.edu/people']",,['https://science.psu.edu/math/people'],"['INVALID', 'https://science.psu.edu/stat/people']","['INVALID', 'https://science.psu.edu/astro/people']","['INVALID', 'https://science.psu.edu/chem/people']","['INVALID', 'https://science.psu.edu/physics/people']",['https://psych.la.psu.edu/people/'],"['INVALID', 'https://ed.psu.edu/academics/departments/educational-psychology-counseling-and-special-education/people']",['https://psych.la.psu.edu/people/'],"['INVALID', 'https://anth.la.psu.edu/people/']",['https://econ.la.psu.edu/people/'],['https://polisci.la.psu.edu/people/'],"['INVALID', 'https://publicpolicy.psu.edu/people/']","['https://sociology.la.psu.edu/people/', 'https://pop.psu.edu/people']",['https://directory.smeal.psu.edu/'],"['INVALID', 'https://ed.psu.edu/academics/departments/education-policy-studies/people']","['INVALID', 'https://ed.psu.edu/academics/departments/education-policy-studies/people', 'INVALID', 'https://ed.psu.edu/academics/departments/educational-psychology-counseling-and-special-education/people']","['INVALID', 'https://ed.psu.edu/academics/departments/curriculum-and-instruction/people']","['INVALID', 'https://ed.psu.edu/academics/departments/learning-and-performance-systems/people']","['INVALID', 'https://english.la.psu.edu/people/']","['https://french.la.psu.edu/people/', 'https://german.la.psu.edu/people/', 'https://sip.la.psu.edu/people/', 'https://asian.la.psu.edu/people/', 'INVALID', 'https://complit.la.psu.edu/people/']","['INVALID', 'https://history.la.psu.edu/people/']","['https://philosophy.la.psu.edu/people/', 'INVALID', 'https://religiousstudies.la.psu.edu/people/']","['https://music.psu.edu/faculty-and-staff', 'INVALID', 'https://theatre.psu.edu/people/']",['https://www.bellisario.psu.edu/people/'],"['INVALID', 'https://publicpolicy.psu.edu/people/', 'INVALID', 'https://hhd.psu.edu/hdfs/directory']"
Princeton University,,['https://environment.princeton.edu/people'],"['INVALID', 'https://molbio.princeton.edu/people/faculty', 'INVALID', 'https://chemistry.princeton.edu/people/faculty', 'INVALID', 'https://lsi.princeton.edu/people/faculty']","['INVALID', 'https://molbio.princeton.edu/people/faculty']","['INVALID', 'https://qcb.princeton.edu/people/faculty', 'INVALID', 'https://lsi.princeton.edu/people/faculty']","['INVALID', 'https://molbio.princeton.edu/people/faculty']","['INVALID', 'https://eeb.princeton.edu/people/faculty']","['INVALID', 'https://molbio.princeton.edu/people/faculty', 'INVALID', 'https://lsi.princeton.edu/people/faculty']","['INVALID', 'https://molbio.princeton.edu/people/faculty']","['INVALID', 'https://molbio.princeton.edu/people/faculty']","['INVALID', 'https://pni.princeton.edu/people/faculty', 'INVALID', 'https://psych.princeton.edu/people/faculty']",,,['https://www.cs.princeton.edu/people/faculty'],['https://mae.princeton.edu/people/faculty'],,"['INVALID', 'https://cbe.princeton.edu/people/faculty']","['INVALID', 'https://cee.princeton.edu/people/faculty']","['INVALID', 'https://ece.princeton.edu/people/faculty']","['INVALID', 'https://orfe.princeton.edu/people/faculty']","['INVALID', 'https://materials.princeton.edu/people']",['https://mae.princeton.edu/people/faculty'],"['INVALID', 'https://geosciences.princeton.edu/people/faculty']","['INVALID', 'https://aos.princeton.edu/people']",,,"['INVALID', 'https://chw.princeton.edu/people']","['INVALID', 'https://pacm.princeton.edu/people/faculty']","['INVALID', 'https://www.math.princeton.edu/people/faculty']","['INVALID', 'https://csml.princeton.edu/people']","['INVALID', 'https://web.astro.princeton.edu/people']","['INVALID', 'https://chemistry.princeton.edu/people/faculty']","['INVALID', 'https://phy.princeton.edu/people/faculty']",,,"['INVALID', 'https://psych.princeton.edu/people/faculty']","['INVALID', 'https://anthropology.princeton.edu/people/faculty']","['INVALID', 'https://economics.princeton.edu/people/department-faculty']",['https://politics.princeton.edu/people/faculty'],"['INVALID', 'https://spia.princeton.edu/people/faculty']","['INVALID', 'https://sociology.princeton.edu/people/faculty', 'INVALID', 'https://opr.princeton.edu/people']",,,,"['INVALID', 'https://teacherprep.princeton.edu/people']",,"['INVALID', 'https://english.princeton.edu/people/faculty']","['INVALID', 'https://german.princeton.edu/people/faculty', 'INVALID', 'https://spo.princeton.edu/people/faculty', 'INVALID', 'https://slavic.princeton.edu/people/faculty', 'INVALID', 'https://eas.princeton.edu/people/faculty', 'INVALID', 'https://classics.princeton.edu/people/faculty']","['INVALID', 'https://history.princeton.edu/people/faculty']","['INVALID', 'https://philosophy.princeton.edu/people/faculty', 'INVALID', 'https://religion.princeton.edu/people/faculty']","['https://music.princeton.edu/people/faculty', 'https://arts.princeton.edu/people']",,"['INVALID', 'https://spia.princeton.edu/people/faculty']"
Purdue University-Main Campus,['https://ag.purdue.edu/agry/'],['https://ag.purdue.edu/fnr/'],['https://ag.purdue.edu/biochem/'],['https://www.bio.purdue.edu/'],['https://www.stat.purdue.edu/'],['https://www.bio.purdue.edu/'],['https://www.bio.purdue.edu/'],['https://www.bio.purdue.edu/'],['https://vet.purdue.edu/cpb/'],['https://www.bio.purdue.edu/'],['https://www.bio.purdue.edu/'],['https://www.mcmp.purdue.edu/'],['https://vet.purdue.edu/cpb/'],['https://www.cs.purdue.edu/'],"['INVALID', 'https://engineering.purdue.edu/AAE']","['INVALID', 'https://engineering.purdue.edu/BME']","['INVALID', 'https://engineering.purdue.edu/ChE']","['INVALID', 'https://engineering.purdue.edu/CE']","['INVALID', 'https://engineering.purdue.edu/ECE']","['INVALID', 'https://engineering.purdue.edu/IE']","['INVALID', 'https://engineering.purdue.edu/MSE']","['INVALID', 'https://engineering.purdue.edu/ME']",['https://www.eaps.purdue.edu/'],['https://www.eaps.purdue.edu/'],['https://www.purdue.edu/hhs/nur/'],['https://www.ipph.purdue.edu/'],,,['https://www.math.purdue.edu/'],['https://www.stat.purdue.edu/'],['https://www.physics.purdue.edu/'],['https://www.chem.purdue.edu/'],['https://www.physics.purdue.edu/'],['https://www.purdue.edu/hhs/psy/'],['https://www.purdue.edu/hhs/psy/'],['https://www.purdue.edu/hhs/psy/'],['https://www.cla.purdue.edu/anthropology/'],"['INVALID', 'https://www.cla.purdue.edu/economics/']",['https://www.cla.purdue.edu/polsci/'],,['https://www.cla.purdue.edu/sociology/'],['https://business.purdue.edu/'],,,,,['https://www.cla.purdue.edu/english/'],['https://www.cla.purdue.edu/slc/'],['https://www.cla.purdue.edu/history/'],['https://www.cla.purdue.edu/philosophy/'],"['INVALID', 'https://www.cla.purdue.edu/rdap/']",['https://www.cla.purdue.edu/communication/'],
Rensselaer Polytechnic Institute,,['https://science.rpi.edu/earth/faculty'],,['https://science.rpi.edu/biology/faculty'],,,,,,,,,,['https://science.rpi.edu/computer-science/faculty'],"['INVALID', 'https://mane.rpi.edu/people/faculty']","['INVALID', 'https://bme.rpi.edu/people/faculty']","['INVALID', 'https://cbe.rpi.edu/people/faculty']","['INVALID', 'https://cee.rpi.edu/people/faculty']","['INVALID', 'https://ecse.rpi.edu/people/faculty']",['https://ise.rpi.edu/people/faculty'],"['INVALID', 'https://mse.rpi.edu/people/faculty']","['INVALID', 'https://mane.rpi.edu/people/faculty']",['https://science.rpi.edu/earth/faculty'],,,,,"['INVALID', 'https://science.rpi.edu/math/faculty']","['INVALID', 'https://science.rpi.edu/math/faculty']","['INVALID', 'https://science.rpi.edu/math/faculty']",['https://science.rpi.edu/physics/faculty'],['https://science.rpi.edu/chemistry/faculty'],['https://science.rpi.edu/physics/faculty'],,,"['INVALID', 'https://hass.rpi.edu/cognitive-science/faculty']",,"['INVALID', 'https://hass.rpi.edu/economics/faculty']",,,,"['INVALID', 'https://lallyschool.rpi.edu/faculty-and-research/faculty-directory']",,,,,,,,,"['INVALID', 'https://hass.rpi.edu/arts/faculty']","['INVALID', 'https://hass.rpi.edu/communication-media/faculty']",
Rice University,,,"['INVALID', 'https://biosciences.rice.edu/people']","['INVALID', 'https://biosciences.rice.edu/people']",,"['INVALID', 'https://biosciences.rice.edu/people']","['INVALID', 'https://biosciences.rice.edu/people']","['INVALID', 'https://biosciences.rice.edu/people']","['INVALID', 'https://biosciences.rice.edu/people']","['INVALID', 'https://biosciences.rice.edu/people']",,,,['https://cs.rice.edu/people'],,['https://bioengineering.rice.edu/people'],['https://chbe.rice.edu/people'],['https://ceve.rice.edu/people'],"['INVALID', 'https://ece.rice.edu/people']",['https://cmor.rice.edu/people'],['https://msne.rice.edu/people'],['https://mech.rice.edu/people'],"['INVALID', 'https://earthscience.rice.edu/people']",,,,,['https://cmor.rice.edu/people'],"['INVALID', 'https://math.rice.edu/people']",['https://statistics.rice.edu/people'],"['INVALID', 'https://physics.rice.edu/people']","['INVALID', 'https://chemistry.rice.edu/people']","['INVALID', 'https://physics.rice.edu/people']",,,['https://psychology.rice.edu/people'],"['INVALID', 'https://anthropology.rice.edu/people']","['INVALID', 'https://economics.rice.edu/people']","['INVALID', 'https://politicalscience.rice.edu/people']",,"['INVALID', 'https://sociology.rice.edu/people']",['https://business.rice.edu/directory'],,,,,['https://english.rice.edu/people'],"['INVALID', 'https://mcl.rice.edu/people']",['https://history.rice.edu/people'],"['https://philosophy.rice.edu/people', 'INVALID', 'https://reli.rice.edu/people']","['INVALID', 'https://music.rice.edu/people', 'https://vada.rice.edu/people']",,
Rutgers University-New Brunswick,"['https://plantbiology.rutgers.edu/people/faculty', 'INVALID', 'https://animalsci.rutgers.edu/people/faculty']",['https://deenr.rutgers.edu/people/faculty'],['https://mbb.rutgers.edu/people/faculty'],,['https://sph.rutgers.edu/directory/faculty'],['https://cbn.rutgers.edu/people/faculty'],"['https://deenr.rutgers.edu/people/faculty', 'https://sph.rutgers.edu/directory/faculty']",['https://genetics.rutgers.edu/people/faculty'],['https://dbm.rutgers.edu/people/faculty'],['https://mbb.rutgers.edu/people/faculty'],['https://cbn.rutgers.edu/people/faculty'],"['INVALID', 'https://pharmacy.rutgers.edu/faculty']",,"['INVALID', 'https://www.cs.rutgers.edu/people/faculty']",['https://mae.rutgers.edu/people/faculty'],['https://bme.rutgers.edu/people/faculty'],['https://cbe.rutgers.edu/people/faculty'],['https://cee.rutgers.edu/people/faculty'],['https://ece.rutgers.edu/people/faculty'],['https://ise.rutgers.edu/people/faculty'],['https://mse.rutgers.edu/people/faculty'],['https://mae.rutgers.edu/people/faculty'],['https://eps.rutgers.edu/people/faculty'],"['INVALID', 'https://marine.rutgers.edu/people/', 'https://envsci.rutgers.edu/people/faculty']","['INVALID', 'https://nursing.rutgers.edu/faculty-directory']","['INVALID', 'https://pharmacy.rutgers.edu/faculty']",['https://sph.rutgers.edu/directory/faculty'],,"['INVALID', 'https://math.rutgers.edu/people/faculty']","['INVALID', 'https://statistics.rutgers.edu/people/faculty']","['INVALID', 'https://physics.rutgers.edu/people/faculty']",['https://chem.rutgers.edu/people/faculty'],"['INVALID', 'https://physics.rutgers.edu/people/faculty']","['INVALID', 'https://gsapp.rutgers.edu/programs/clinical-psychology/faculty']","['INVALID', 'https://gsapp.rutgers.edu/programs/counseling-psychology/faculty']","['INVALID', 'https://psych.rutgers.edu/people/core-faculty']","['INVALID', 'https://anthro.rutgers.edu/people/faculty']",['https://economics.rutgers.edu/people/faculty'],['https://polisci.rutgers.edu/people/faculty'],"['INVALID', 'https://bloustein.rutgers.edu/people/faculty']",['https://sociology.rutgers.edu/people/faculty'],['https://www.business.rutgers.edu/faculty-research/directory'],['https://gse.rutgers.edu/people/faculty'],['https://gse.rutgers.edu/people/faculty'],['https://gse.rutgers.edu/people/faculty'],['https://gse.rutgers.edu/people/faculty'],"['INVALID', 'https://english.rutgers.edu/people']",['https://span-port.rutgers.edu/people/faculty'],"['INVALID', 'https://history.rutgers.edu/people/faculty-directory']","['INVALID', 'https://philosophy.rutgers.edu/people/faculty', 'INVALID', 'https://religion.rutgers.edu/people/faculty']",['https://www.masongross.rutgers.edu/faculty'],"['INVALID', 'https://comminfo.rutgers.edu/people/faculty']","['INVALID', 'https://socialwork.rutgers.edu/about/faculty-and-staff']"
